Fecha,flota,Modelo,Marca,Componente,Aceite Lubricante,cambioLubricanate,Contenido de agua %,Punto de inflamacion °C,Glicol %,Nitracion A/cm,Oxidación A/cm,Hollín %,Sulfatacion A/cm,Diesel %,N de part >4µm,N° de part >6µm,N° de part>14µm,Código ISO 4406,Viscosidad 100°C cSt(mm2/s),Viscosidad 40°C cSt(mm2/s),TAN mg KOH/g,TBN mg KOH/g,Plata (Ag) ppm,Aluminio (Al) ppm,Bario (Ba) ppm,Boro (B) ppm,Calcio (Ca) ppm,Cromo (Cr) ppm,Cobre (Cu) ppm,Hierro (Fe) ppm,Potasio (K) ppm,Magnesio (Mg) ppm,Molibdeno (Mo) ppm,Sodio (Na) ppm,Níquel (Ni) ppm,Plomo (Pb) ppm,Fósforo (P) ppm,Silicio (Si) ppm,Estaño (Sn) ppm,Titanio (Ti) ppm,Vanadio (V) ppm,Zinc (Zn) ppm,Residuo Ferroso Total mg/kg,Numero Muestra,Numero Registro,Numero Serie Equipo,Criticidad,Disponibilidad,Tiempo Parada,TRR,TMP,TBF,Confiabilidad,Alerta Emitida,Alerta Evitó Falla
2025-04-28 05:10:00,920,CATERPILLAR 798AC-P,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Muestreo,0.25,245,0.36,2,2,1.42,1,0.16,5722,2258,484,19/17/13,14.47,94.21,1.0,0,3,11,8,5,13,1,27,22,9,0,2,11,5,1,3,15,5,9,4,39,479,A02952,2952,LAJ010,Normal,83.33,4,1,0.6,20,95.0,0,0
2025-04-28 05:15:00,564,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.62,228,0.45,0,2,0.96,3,0.42,1004,2865,941,19/18/16,11.33,81.95,0.46,4,4,9,2,6,436,2,24,22,1,1,9,18,2,3,2,7,0,2,2,61,102,D02953,2953,LAJ721,Normal,79.17,5,5,1.6666666666666667,19,73.7,0,0
2025-04-28 05:20:00,924,CATERPILLAR 798AC-P,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.67,184,0.44,1,3,0.12,0,0.77,6507,2430,632,21/16/16,10.51,101.42,2.84,3,4,7,2,0,696,1,6,71,5,9,0,21,1,2,1,8,4,2,3,62,162,D02954,2954,LAJ481,Normal,95.83,1,4,1.0,23,82.6,0,0
2025-04-28 05:25:00,551,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.69,202,0.36,1,2,0.2,1,0.62,4175,4454,490,21/18/13,16.26,112.61,0.07,2,3,8,4,1,342,8,18,22,5,1,0,25,3,6,0,10,6,6,3,93,289,B02955,2955,LAJ082,Normal,75.0,6,0,1.0666666666666669,18,100.0,0,0
2025-04-28 05:30:00,537,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.09,195,0.38,3,3,0.6,1,0.84,9576,3891,174,19/17/15,17.99,107.88,1.53,0,4,6,8,1,440,8,18,44,6,6,9,14,9,0,3,13,9,3,3,78,220,B02956,2956,LAJ880,Normal,91.67,2,2,1.0,22,90.9,0,0
2025-04-28 05:35:00,905,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.75,223,0.22,0,0,1.36,1,0.44,8533,3127,805,20/17/15,18.75,106.45,1.5,0,2,3,0,1,569,2,45,95,1,4,1,7,9,2,5,15,4,9,2,37,224,D02957,2957,LAJ500,Normal,95.83,1,5,0.8666666666666667,23,78.3,0,0
2025-04-28 05:40:00,508,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.12,232,0.33,1,3,0.75,0,0.17,6344,561,938,18/18/13,15.78,96.88,2.28,9,0,10,3,6,129,3,0,97,7,3,3,26,2,1,6,0,6,7,0,37,197,A02958,2958,LAJ502,Normal,83.33,4,0,1.3666666666666667,20,100.0,0,0
2025-04-28 05:45:00,918,CATERPILLAR 798AC-A,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.01,227,0.13,0,2,0.04,0,0.25,6588,1947,639,19/17/14,16.47,80.13,2.87,4,3,23,5,9,403,4,3,229,1,4,9,8,8,8,5,42,1,5,9,92,550,A02959,2959,LAJ898,Critico,0.0,12,6,0.3333333333333333,0,0.0,1,0
2025-04-28 05:50:00,919,CATERPILLAR 797F,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.17,202,0.36,2,3,1.64,2,0.34,3234,1774,963,20/19/13,15.73,81.29,0.11,0,3,16,7,8,485,5,46,91,4,1,3,26,6,1,0,15,2,7,2,89,92,A02960,2960,LAJ071,Normal,83.33,4,4,0.1,20,80.0,0,0
2025-04-28 05:55:00,933,CATERPILLAR 798AC-A,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.0,210,0.1,4,1,0.42,1,0.98,5368,1396,727,18/16/16,17.5,92.49,1.51,5,3,0,6,0,842,7,9,64,3,3,6,10,7,4,8,8,7,1,5,94,90,C02961,2961,LAJ250,Normal,95.83,1,0,2.466666666666667,23,100.0,0,0
2025-04-28 06:00:00,902,CATERPILLAR 798AC-A,CATERPILLAR,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.53,199,0.35,2,0,0.05,1,0.15,9557,1259,396,21/17/13,14.14,101.22,1.38,4,1,15,3,3,689,2,39,147,1,6,2,21,0,6,4,20,2,2,8,77,296,D02962,2962,LAJ603,Atencion,54.17,11,6,2.1666666666666665,13,53.8,1,1
2025-04-28 06:05:00,900,CATERPILLAR 798AC-A,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.65,248,0.46,1,3,0.46,1,0.32,9905,4537,542,21/16/14,15.77,93.24,0.04,6,0,4,0,2,198,3,22,150,0,8,0,18,7,2,8,22,6,3,1,27,334,C02963,2963,LAJ582,Atencion,66.67,8,1,2.433333333333333,16,93.8,1,1
2025-04-28 06:10:00,541,KOMATSU 930 E3,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Muestreo,0.54,193,0.14,0,0,0.14,2,0.05,6476,3520,250,19/19/13,10.86,118.89,1.37,6,1,29,4,0,589,9,33,63,9,2,2,20,6,1,8,8,4,7,3,53,21,A02964,2964,LAJ340,Normal,91.67,2,3,2.2666666666666666,22,86.4,0,0
2025-04-28 06:15:00,906,CATERPILLAR 798AC-A,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.07,217,0.45,0,0,0.49,2,0.12,5901,3682,271,21/16/13,15.67,89.86,0.47,9,4,1,5,1,679,4,48,54,6,8,7,10,7,2,0,15,6,4,1,17,498,A02965,2965,LAJ368,Normal,75.0,6,1,1.6,18,94.4,0,0
2025-04-28 06:20:00,514,KOMATSU 930 E3,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.0,197,0.34,2,1,1.24,0,0.73,5013,1118,522,21/17/15,13.33,84.76,2.9,7,2,23,5,4,130,6,29,44,4,6,8,19,2,4,7,6,2,2,2,48,563,B02966,2966,LAJ402,Normal,87.5,3,3,0.6666666666666666,21,85.7,0,0
2025-04-28 06:25:00,524,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.91,193,0.2,2,2,1.09,2,0.37,2945,3224,846,20/17/13,11.7,92.0,0.59,8,2,22,8,1,420,2,28,18,1,0,6,5,2,7,3,5,3,0,9,89,190,B02967,2967,LAJ134,Normal,95.83,1,3,1.5333333333333334,23,87.0,0,0
2025-04-28 06:30:00,931,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.33,217,0.35,3,3,0.52,3,0.09,9455,4990,956,18/18/13,16.11,106.43,2.71,3,3,9,6,9,684,0,49,64,0,2,4,1,3,8,1,13,0,4,0,98,50,D02968,2968,LAJ687,Normal,75.0,6,6,2.966666666666667,18,66.7,0,0
2025-04-28 06:35:00,939,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.79,218,0.16,1,0,1.95,1,0.12,3040,3136,323,18/17/13,14.8,106.24,2.2,6,4,3,7,4,962,0,37,72,2,6,2,10,8,0,0,0,0,9,4,84,251,A02969,2969,LAJ857,Normal,83.33,4,0,0.8,20,100.0,0,0
2025-04-28 06:40:00,913,CATERPILLAR 797F,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.73,219,0.49,4,3,1.31,3,0.91,4836,1648,187,18/19/15,19.14,115.97,1.41,2,2,29,0,1,88,3,13,79,9,3,4,14,5,0,1,1,0,4,2,71,427,B02970,2970,LAJ394,Normal,95.83,1,5,1.4,23,78.3,0,0
2025-04-28 06:45:00,553,KOMATSU 930 E4,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.75,209,0.44,1,1,1.96,1,0.35,9746,3309,147,19/16/14,13.44,88.35,1.13,8,2,10,8,2,252,4,0,93,9,2,1,24,9,3,5,0,4,3,6,69,387,E02971,2971,LAJ161,Normal,75.0,6,2,0.2666666666666666,18,88.9,0,0
2025-04-28 06:50:00,506,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.68,210,0.32,2,1,0.42,3,0.04,7768,3041,860,21/16/13,14.08,93.54,1.13,3,3,16,1,5,627,9,33,41,5,6,4,23,4,5,3,13,2,4,5,69,414,C02972,2972,LAJ092,Normal,87.5,3,1,1.8666666666666667,21,95.2,0,0
2025-04-28 06:55:00,563,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.81,242,0.09,1,2,0.51,3,0.55,3231,2377,869,18/18/15,13.21,116.6,0.02,9,4,6,1,1,820,6,30,73,7,3,9,23,3,4,8,2,3,9,9,37,461,E02973,2973,LAJ078,Normal,95.83,1,2,0.4,23,91.3,0,0
2025-04-28 07:00:00,510,KOMATSU 930 E3,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.57,216,0.05,3,0,1.86,4,0.86,4036,2680,169,18/17/16,15.51,113.53,2.25,6,2,6,5,6,480,2,21,21,9,5,1,9,5,0,0,12,8,2,0,18,371,B02974,2974,LAJ691,Normal,95.83,1,1,0.6333333333333333,23,95.7,0,0
2025-04-28 07:05:00,904,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION DER,MOBIL SHC GEAR 680,Cambio Aceite,0.4,217,0.1,1,0,0.13,3,0.86,5225,1527,654,20/18/15,17.77,105.0,2.86,3,4,26,8,2,514,4,4,96,1,4,6,29,6,3,9,0,5,5,7,55,292,B02975,2975,LAJ781,Normal,95.83,1,5,0.5666666666666667,23,78.3,0,0
2025-04-28 07:10:00,538,KOMATSU 930 E3,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.21,238,0.5,3,3,0.22,3,0.57,6539,3231,992,21/16/13,16.62,95.81,0.59,4,4,16,6,2,566,2,36,96,4,6,8,18,7,6,1,14,9,6,6,95,563,D02976,2976,LAJ637,Normal,79.17,5,0,1.8,19,100.0,0,0
2025-04-28 07:15:00,513,KOMATSU 930 E3,KOMATSU,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.05,210,0.32,3,2,1.43,0,0.7,3722,3526,758,20/18/14,17.17,90.14,1.53,1,4,22,8,7,187,0,13,66,8,7,9,12,8,3,3,14,2,1,9,11,222,A02977,2977,LAJ191,Normal,79.17,5,5,0.4333333333333333,19,73.7,0,0
2025-04-28 07:20:00,520,KOMATSU 930 E5,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.82,181,0.49,4,0,0.86,2,0.05,4162,503,209,21/19/13,14.03,107.45,2.95,9,1,5,5,8,651,8,24,34,2,8,8,10,3,9,8,9,9,5,6,42,429,A02978,2978,LAJ141,Normal,91.67,2,3,1.6333333333333333,22,86.4,0,0
2025-04-28 07:25:00,909,CATERPILLAR 798AC-P,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.81,219,0.14,2,1,1.47,4,0.49,4507,1781,622,21/17/15,17.04,96.75,1.0,6,2,9,5,0,656,4,14,17,5,7,9,29,8,3,6,10,2,1,1,23,154,B02979,2979,LAJ950,Normal,95.83,1,1,0.6666666666666666,23,95.7,0,0
2025-04-28 07:30:00,936,CATERPILLAR 797F,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Cambio Aceite,0.05,209,0.32,3,0,0.2,3,0.04,5655,942,860,21/18/14,12.42,97.86,0.89,8,4,26,1,1,703,5,16,89,5,9,8,13,0,0,5,2,4,8,5,32,529,C02980,2980,LAJ328,Normal,95.83,1,4,1.6,23,82.6,0,0
2025-04-28 07:35:00,903,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.68,224,0.34,1,1,0.28,2,0.42,1979,4465,187,19/16/15,15.95,90.32,0.44,8,1,15,8,9,840,5,9,71,1,1,5,13,0,0,6,6,4,3,7,93,518,C02981,2981,LAJ318,Normal,91.67,2,0,2.333333333333333,22,100.0,0,0
2025-04-28 07:40:00,560,KOMATSU 930 E3,KOMATSU,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.34,225,0.39,4,4,1.3,2,0.2,1497,4951,537,20/16/16,12.27,92.68,2.98,8,3,16,6,5,275,0,18,45,8,3,8,9,5,9,2,9,4,0,2,17,237,C02982,2982,LAJ957,Normal,95.83,1,0,1.8,23,100.0,0,0
2025-04-28 07:45:00,917,CATERPILLAR 798AC-P,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.66,192,0.03,4,2,1.3,1,0.55,6376,1992,181,21/17/13,17.04,84.61,1.07,6,2,16,4,3,624,1,8,300,5,0,0,27,6,7,4,29,0,3,2,38,241,E02983,2983,LAJ127,Critico,0.0,21,1,2.7333333333333334,0,0.0,1,0
2025-04-28 07:50:00,536,KOMATSU 930 E3,KOMATSU,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.1,249,0.05,3,0,1.37,3,0.24,4693,1572,124,21/19/14,13.09,111.12,1.74,5,1,28,9,3,56,7,13,1,8,2,7,21,1,6,1,6,1,6,9,32,436,E02984,2984,LAJ807,Normal,79.17,5,5,1.5333333333333334,19,73.7,0,0
2025-04-28 07:55:00,914,CATERPILLAR 797F,CATERPILLAR,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.17,200,0.4,3,0,1.43,1,0.99,3303,3634,570,18/19/13,18.56,87.33,2.51,4,3,15,6,8,470,8,21,271,6,7,2,6,9,4,8,43,1,7,5,35,103,C02985,2985,LAJ151,Critico,0.0,22,0,1.4666666666666666,0,0.0,1,0
2025-04-28 08:00:00,519,KOMATSU 930 E5,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.02,229,0.26,0,0,0.51,4,0.3,7727,3052,506,21/19/16,16.69,80.68,1.74,9,2,21,5,9,736,4,26,189,9,2,4,18,8,8,0,16,1,9,8,72,574,C02986,2986,LAJ149,Atencion,58.330000000000005,10,0,0.6,14,100.0,1,1
2025-04-28 08:05:00,505,KOMATSU 930 E4,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Muestreo,0.64,220,0.17,4,1,1.38,4,0.3,7669,768,921,21/16/15,15.02,114.66,2.43,6,1,3,5,6,924,7,14,237,4,7,4,3,4,0,4,26,6,5,1,18,471,D02987,2987,LAJ230,Critico,0.0,12,2,2.433333333333333,0,0.0,1,0
2025-04-28 08:10:00,930,CATERPILLAR 797F,CATERPILLAR,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.13,205,0.15,1,0,0.64,0,0.51,2613,2969,860,18/17/16,17.73,108.6,0.51,2,3,15,8,9,355,4,38,67,5,3,4,4,3,6,2,1,1,1,8,3,538,B02988,2988,LAJ407,Normal,79.17,5,3,1.6333333333333333,19,84.2,0,0
2025-04-28 08:15:00,559,KOMATSU 930 E3,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.28,208,0.09,0,2,0.29,4,0.31,3007,3021,287,18/16/16,10.48,97.12,0.64,4,0,26,9,5,506,8,46,68,5,5,9,29,6,4,3,10,6,5,7,77,272,B02989,2989,LAJ106,Normal,79.17,5,1,1.7333333333333334,19,94.7,0,0
2025-04-28 08:20:00,518,KOMATSU 930 E5,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.97,210,0.08,1,3,0.91,2,0.05,3529,3249,882,19/16/14,19.03,94.91,0.32,4,0,2,4,5,972,6,31,41,4,0,3,9,4,0,8,13,8,6,5,78,133,A02990,2990,LAJ511,Normal,79.17,5,3,1.0,19,84.2,0,0
2025-04-28 08:25:00,517,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.55,240,0.15,4,0,0.35,1,0.31,2695,3089,437,20/18/14,14.19,80.47,1.13,5,2,20,5,1,298,6,29,72,2,0,8,5,7,8,4,9,4,5,9,20,187,D02991,2991,LAJ736,Normal,75.0,6,3,1.7666666666666666,18,83.3,0,0
2025-04-28 08:30:00,544,KOMATSU 930 E4,KOMATSU,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.27,198,0.26,4,4,0.71,4,0.02,2392,3766,790,20/16/15,18.34,87.52,2.52,9,4,20,3,9,82,5,29,32,9,5,3,24,7,4,6,3,7,1,0,12,400,E02992,2992,LAJ672,Normal,91.67,2,5,1.3,22,77.3,0,0
2025-04-28 08:35:00,548,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.16,249,0.48,4,1,1.71,2,0.26,9260,712,672,18/16/15,12.3,83.41,0.35,5,3,1,2,3,582,3,23,200,1,0,4,27,3,0,6,33,5,9,2,54,130,C02993,2993,LAJ537,Critico,0.0,13,2,1.5333333333333334,0,0.0,1,0
2025-04-28 08:40:00,522,KOMATSU 930 E5,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.78,226,0.11,4,4,1.93,1,0.21,9123,1677,888,20/18/15,15.34,112.35,1.82,9,1,29,3,4,307,0,23,154,1,0,3,1,7,0,7,24,4,7,7,18,32,A02994,2994,LAJ558,Atencion,66.67,8,4,0.3666666666666666,16,75.0,1,1
2025-04-28 08:45:00,938,CATERPILLAR 798AC-A,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.7,192,0.22,3,4,0.71,0,0.62,2378,4980,440,19/18/16,10.72,83.01,1.47,0,1,16,2,0,493,2,7,58,1,3,0,10,0,0,5,5,5,3,9,20,310,C02995,2995,LAJ182,Normal,83.33,4,3,0.1,20,85.0,0,0
2025-04-28 08:50:00,525,KOMATSU 930 E3,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.36,205,0.47,0,0,1.15,0,0.8,7330,1253,229,19/19/15,11.6,110.4,1.02,3,3,28,8,2,913,3,15,30,9,5,6,17,1,3,4,11,1,8,1,83,368,C02996,2996,LAJ718,Normal,79.17,5,5,0.4333333333333333,19,73.7,0,0
2025-04-29 00:00:00,917,CATERPILLAR 798AC-P,CATERPILLAR,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.5,193,0.42,3,4,1.65,2,0.95,5532,944,903,21/18/14,15.08,94.52,0.88,5,3,29,5,3,536,0,47,12,2,4,6,22,2,1,7,4,0,8,8,66,130,A02997,2997,LAJ467,Normal,91.67,2,3,0.9333333333333332,22,86.4,0,0
2025-04-29 00:05:00,529,KOMATSU 930 E3,KOMATSU,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.54,237,0.01,3,2,0.14,1,0.73,7074,3777,780,19/19/16,15.19,95.92,0.6,5,2,11,2,6,529,2,12,73,4,8,0,28,7,4,7,14,4,5,0,57,518,B02998,2998,LAJ794,Normal,83.33,4,2,2.933333333333333,20,90.0,0,0
2025-04-29 00:10:00,533,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.34,203,0.05,2,4,1.04,4,0.73,8244,3104,352,19/16/15,14.33,106.26,2.42,8,3,4,7,8,449,9,48,114,5,6,8,17,9,7,8,16,2,6,1,7,470,D02999,2999,LAJ887,Atencion,62.5,9,6,2.466666666666667,15,60.0,1,0
2025-04-29 00:15:00,518,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.36,183,0.2,0,4,0.54,0,0.56,3728,1911,250,20/17/13,11.65,114.69,0.54,8,2,1,6,4,461,2,45,31,0,7,5,17,4,9,1,5,3,7,9,96,190,B03000,3000,LAJ759,Normal,75.0,6,3,2.3666666666666667,18,83.3,0,0
2025-04-29 00:20:00,913,CATERPILLAR 798AC-A,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Cambio Aceite,0.88,248,0.18,3,2,1.73,0,0.45,4496,1103,141,21/17/13,11.61,113.26,0.13,2,4,3,2,7,224,1,10,68,3,8,8,8,1,3,4,12,7,3,9,25,339,D03001,3001,LAJ799,Normal,79.17,5,2,1.8333333333333333,19,89.5,0,0
2025-04-29 00:25:00,557,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.19,249,0.05,0,3,1.41,2,0.98,2521,527,407,21/18/13,11.47,116.96,0.06,6,3,6,3,2,161,9,34,232,6,2,3,2,5,6,4,32,0,9,9,19,210,E03002,3002,LAJ433,Critico,0.0,19,0,0.4666666666666667,0,0.0,1,0
2025-04-29 00:30:00,567,KOMATSU 930 E3,KOMATSU,MASA DERECHA,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.1,185,0.37,1,0,0.44,2,0.07,2736,4252,895,19/19/14,14.63,92.56,2.11,0,4,26,4,5,863,5,27,98,6,0,0,29,4,6,3,3,3,1,3,60,71,C03003,3003,LAJ114,Normal,79.17,5,6,0.4333333333333333,19,68.4,0,0
2025-04-29 00:35:00,915,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.34,230,0.16,3,3,1.13,4,0.76,3555,3910,804,19/17/14,19.55,107.19,2.64,9,0,10,9,1,437,7,6,26,3,0,0,15,7,7,4,10,1,1,0,14,590,E03004,3004,LAJ134,Normal,75.0,6,3,0.5,18,83.3,0,0
2025-04-29 00:40:00,566,KOMATSU 930 E3,KOMATSU,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,Muestreo,0.55,186,0.23,3,3,0.45,3,0.85,7849,4766,866,20/17/15,10.48,110.27,0.63,0,3,0,5,2,164,1,48,280,1,6,0,17,8,7,6,32,9,3,3,9,111,E03005,3005,LAJ237,Critico,0.0,14,1,0.5333333333333333,0,0.0,1,0
2025-04-29 00:45:00,910,CATERPILLAR 798AC-A,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.41,242,0.19,3,0,1.91,0,0.98,6883,4810,117,19/16/14,17.56,114.77,0.89,2,0,1,3,5,961,8,4,198,0,4,4,9,8,7,4,18,7,6,3,7,534,C03006,3006,LAJ940,Atencion,50.0,12,2,1.2666666666666666,12,83.3,1,0
2025-04-29 00:50:00,931,CATERPILLAR 798AC-P,CATERPILLAR,SISTEMA HIDRAULICO,MOBIL DTE 24,Muestreo,0.59,228,0.47,2,4,0.49,2,0.42,3786,2848,398,21/18/16,16.01,118.94,2.81,3,3,23,4,0,978,9,45,55,7,6,5,27,2,8,1,15,8,3,1,31,517,E03007,3007,LAJ176,Normal,75.0,6,5,1.7666666666666666,18,72.2,0,0
2025-04-29 00:55:00,555,KOMATSU 930 E4,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Muestreo,0.67,195,0.02,3,2,1.1,3,0.46,9515,932,277,18/16/14,14.65,80.26,0.82,9,3,28,5,4,46,6,25,95,4,0,9,15,3,4,7,14,1,0,4,58,589,E03008,3008,LAJ398,Normal,75.0,6,4,2.466666666666667,18,77.8,0,0
2025-04-29 01:00:00,916,CATERPILLAR 798AC-A,CATERPILLAR,MASA DERECHA,MOBIL MOBILTRANS HD 30,Muestreo,0.1,210,0.32,1,4,1.51,1,0.74,4644,1968,904,20/17/16,17.36,88.69,1.18,7,3,26,1,2,233,4,33,139,3,8,6,28,2,3,6,23,3,9,9,1,247,A03009,3009,LAJ875,Atencion,50.0,12,5,2.933333333333333,12,58.3,1,1
2025-04-29 01:05:00,527,KOMATSU 930 E4,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Cambio Aceite,0.87,206,0.26,3,3,1.04,1,0.23,5102,2507,754,18/18/14,14.78,92.88,1.29,9,0,8,0,6,307,3,27,216,8,7,4,15,4,6,3,31,2,4,8,38,197,E03010,3010,LAJ439,Critico,0.0,12,0,1.933333333333333,0,0.0,1,0
2025-04-29 01:10:00,516,KOMATSU 930 E4SE,KOMATSU,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,Cambio Aceite,0.84,180,0.42,0,3,1.65,4,0.57,4564,3396,525,20/16/15,16.92,112.18,0.63,6,2,10,1,3,167,1,44,41,0,6,5,22,5,3,0,11,9,7,6,28,375,E03011,3011,LAJ750,Normal,95.83,1,3,1.0333333333333334,23,87.0,0,0
2025-04-29 01:15:00,937,CATERPILLAR 798AC-A,CATERPILLAR,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,Muestreo,0.75,196,0.1,0,3,0.8,4,0.48,8072,3922,571,21/19/13,18.86,108.26,0.55,8,0,27,4,7,619,1,10,44,3,8,5,16,2,9,5,4,8,6,8,10,218,A03012,3012,LAJ861,Normal,91.67,2,5,0.5,22,77.3,0,0
2025-04-29 01:20:00,543,KOMATSU 930 E4SE,KOMATSU,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,Muestreo,0.37,243,0.13,0,1,1.05,1,0.92,8022,1547,266,18/18/16,14.54,96.76,0.18,9,0,2,0,6,957,6,10,5,1,8,3,1,1,9,0,2,1,1,2,28,359,D03013,3013,LAJ953,Normal,83.33,4,2,2.533333333333333,20,90.0,0,0
2025-04-29 01:25:00,505,KOMATSU 930 E4,KOMATSU,MOTOR,MOBIL DELVAC 15W40,Muestreo,0.36,236,0.43,3,1,1.28,2,0.49,7442,3679,954,19/18/16,12.85,115.02,0.24,4,3,27,0,4,107,4,28,36,2,1,4,18,5,9,9,10,9,4,1,88,573,D03014,3014,LAJ661,Normal,95.83,1,2,1.1666666666666667,23,91.3,0,0
2025-04-29 01:30:00,924,CATERPILLAR 798AC-A,CATERPILLAR,MANDO FINAL,MOBIL MOBILTRANS HD 30,Muestreo,0.14,195,0.01,1,0,1.33,3,0.82,3012,3469,232,19/16/14,10.76,115.08,2.24,1,3,24,9,6,132,1,17,45,5,6,7,23,8,6,9,4,8,7,7,40,428,B03015,3015,LAJ512,Normal,91.67,2,1,2.433333333333333,22,95.5,0,0
